,Number,First Letter,Estimated_Price,CarPlate,Price,Company,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,suffix_number,first_letter,Antique,Price Range,Natural_break,number_group
1656,988,S,5914.666666666667,SNC988T,3800,SGCarMart,3,SNC,T,7,0,1,Yes,6,18,0,3,1,10
1657,988,S,5914.666666666667,SGP988H,2800,CarPlateMart,3,SGP,H,7,0,1,Yes,14,18,0,2,1,10
1658,989,S,5166.666666666667,SLQ989R,8000,Carplate,3,SLQ,R,7,0,0,Yes,8,18,0,7,3,10
1659,989,S,5166.666666666667,SFZ989P,4500,CarPlateMart,3,SFZ,P,7,0,0,Yes,9,18,0,4,2,10
1660,989,S,5166.666666666667,SJA989Z,3000,CarPlateMart,3,SJA,Z,7,0,0,Yes,2,18,0,2,1,10
1661,990,S,5888.0,SLK990S,5888,Carplate,3,SLK,S,7,0,1,No,7,18,0,5,2,10
1662,991,S,4312.5,SGD991K,10000,Carplate,3,SGD,K,7,0,1,No,12,18,0,9,3,10
1663,991,S,4312.5,SNC991H,4388,SGCarMart,3,SNC,H,7,0,1,No,14,18,0,4,2,10
1664,991,S,4312.5,SLB991L,3000,CarPlateMart,3,SLB,L,7,0,1,No,11,18,0,2,1,10
1665,991,S,4312.5,SKB991Z,3000,CarPlateMart,3,SKB,Z,7,0,1,No,2,18,0,2,1,10
1666,991,S,4312.5,SNA991T,2888,SGCarMart,3,SNA,T,7,0,1,No,6,18,0,2,1,10
1667,991,S,4312.5,SMQ991X,2599,Carplate,3,SMQ,X,7,0,1,No,4,18,0,2,1,10
1668,992,S,3800.0,SNA992R,3800,SGCarMart,3,SNA,R,7,0,1,No,8,18,0,3,1,10
1669,993,S,2888.0,SMF993Z,2888,Carplate,3,SMF,Z,7,0,1,No,2,18,0,2,1,10
1670,995,S,3844.0,SJQ995L,5000,CarPlateMart,3,SJQ,L,7,0,1,No,11,18,0,4,2,10
1671,995,S,3844.0,SLT995G,2688,CarPlateMart,3,SLT,G,7,0,1,No,15,18,0,2,1,10
1672,996,A,10000.0,AU996D,10000,Carplate,3,AU,D,6,0,1,No,17,0,0,9,3,10
1673,996,S,6888.0,SJM996P,6888,Carplate,3,SJM,P,7,0,1,No,9,18,0,6,2,10
1674,998,G,3000.0,GQ998Z,3000,Carplate,3,GQ,Z,6,0,1,Yes,2,6,0,2,1,10
1675,998,S,5160.666666666667,SBY998R,8888,Carplate,3,SBY,R,7,0,1,Yes,8,18,0,8,3,10
1676,998,S,5160.666666666667,SGQ998Z,5000,Carplate,3,SGQ,Z,7,0,1,Yes,2,18,0,4,2,10
1677,998,S,5160.666666666667,SLR998J,4688,Carplate,3,SLR,J,7,0,1,Yes,13,18,0,4,2,10
1678,998,S,5160.666666666667,SMP998H,4500,Carplate,3,SMP,H,7,0,1,Yes,14,18,0,4,2,10
1679,998,S,5160.666666666667,SMP998H,4500,CarPlateMart,3,SMP,H,7,0,1,Yes,14,18,0,4,2,10
1680,998,S,5160.666666666667,SGN998P,3388,SGCarMart,3,SGN,P,7,0,1,Yes,9,18,0,3,1,10
1681,999,S,50694.0,SJD999D,88888,Carplate,3,SJD,D,7,1,1,No,17,18,0,21,13,10
1682,999,S,50694.0,SX999S,50000,CarPlateMart,3,SX,S,6,1,1,No,7,18,0,17,9,10
1683,999,S,50694.0,SGN999L,35000,Carplate,3,SGN,L,7,1,1,No,11,18,0,16,8,10
1684,999,S,50694.0,SDK999M,28888,Carplate,3,SDK,M,7,1,1,No,10,18,0,15,7,10
1685,1000,A,10000.0,AW1000K,10000,Carplate,4,AW,K,7,0,1,No,12,0,0,9,3,10
1686,1000,G,3000.0,GU1000A,3000,Carplate,4,GU,A,7,0,1,No,1,6,0,2,1,10
1687,1000,S,31733.0,SW1000Y,208000,Carplate,4,SW,Y,7,0,1,No,3,18,0,24,19,10
1688,1000,S,31733.0,SKS1000M,8888,Carplate,4,SKS,M,8,0,1,No,10,18,0,8,3,10
1689,1000,S,31733.0,SMX1000M,8888,Carplate,4,SMX,M,8,0,1,No,10,18,0,8,3,10
1690,1000,S,31733.0,SMQ1000A,7400,SGCarMart,4,SMQ,A,8,0,1,No,1,18,0,7,2,10
1691,1000,S,31733.0,SKC1000Y,5800,CarPlateMart,4,SKC,Y,8,0,1,No,3,18,0,5,2,10
1692,1000,S,31733.0,SMF1000H,5555,SGCarMart,4,SMF,H,8,0,1,No,14,18,0,5,2,10
1693,1000,S,31733.0,SFF1000R,5333,Carplate,4,SFF,R,8,0,1,No,8,18,0,5,2,10
1694,1000,S,31733.0,SLP1000S,4000,Carplate,4,SLP,S,8,0,1,No,7,18,0,3,1,10
1695,1001,E,108888.0,EE1001E,108888,Carplate,4,EE,E,7,0,1,No,16,4,1,23,14,10
1696,1001,S,4888.0,SMH1001U,4888,SGCarMart,4,SMH,U,8,0,1,No,5,18,0,4,2,10
1697,1002,S,888.0,SGU1002U,888,SGCarMart,4,SGU,U,8,0,1,No,5,18,0,0,1,10
1698,1008,S,4929.333333333333,SBC1008H,8800,SGCarMart,4,SBC,H,8,0,1,Yes,14,18,0,8,3,10
1699,1008,S,4929.333333333333,SJD1008H,6888,Carplate,4,SJD,H,8,0,1,Yes,14,18,0,6,2,10
1700,1008,S,4929.333333333333,SCG1008A,3888,CarPlateMart,4,SCG,A,8,0,1,Yes,1,18,0,3,1,10
1701,1008,S,4929.333333333333,SMV1008C,3800,CarPlateMart,4,SMV,C,8,0,1,Yes,18,18,0,3,1,10
1702,1008,S,4929.333333333333,SKP1008H,3200,SGCarMart,4,SKP,H,8,0,1,Yes,14,18,0,3,1,10
1703,1008,S,4929.333333333333,SMV1008C,3000,Carplate,4,SMV,C,8,0,1,Yes,18,18,0,2,1,10
1704,1010,F,6000.0,FL1010E,6000,Carplate,4,FL,E,7,0,0,No,16,5,0,5,2,10
1705,1011,S,3944.0,SKM1011M,4000,Carplate,4,SKM,M,8,0,1,No,10,18,0,3,1,10
1706,1011,S,3944.0,SFS1011R,3888,Carplate,4,SFS,R,8,0,1,No,8,18,0,3,1,10
1707,1020,S,8000.0,SGL1020P,8000,Carplate,4,SGL,P,8,0,0,No,9,18,0,7,3,10
1708,1027,S,1000.0,SKH1027U,1000,Carplate,4,SKH,U,8,0,0,No,5,18,0,29,1,10
1709,1028,E,8888.0,EX1028D,9888,Carplate,4,EX,D,7,0,0,Yes,17,4,1,9,3,10
1710,1028,E,8888.0,EX1028D,7888,SGCarMart,4,EX,D,7,0,0,Yes,17,4,1,7,3,10
1711,1030,S,1888.0,SGQ1030J,1888,Carplate,4,SGQ,J,8,0,0,No,13,18,0,1,1,10
1712,1032,S,6888.0,SLF1032C,6888,Carplate,4,SLF,C,8,0,0,No,18,18,0,6,2,10
1713,1080,S,2888.0,SBN1080P,2888,SGCarMart,4,SBN,P,8,0,0,Yes,9,18,0,2,1,11
1714,1088,S,7355.333333333333,SBP1088H,10880,Carplate,4,SBP,H,8,0,1,Yes,14,18,0,10,3,11
1715,1088,S,7355.333333333333,SDV1088C,8888,Carplate,4,SDV,C,8,0,1,Yes,18,18,0,8,3,11
1716,1088,S,7355.333333333333,SDV1088C,8888,CarPlateMart,4,SDV,C,8,0,1,Yes,18,18,0,8,3,11
1717,1088,S,7355.333333333333,SBP1088H,8000,CarPlateMart,4,SBP,H,8,0,1,Yes,14,18,0,7,3,11
1718,1088,S,7355.333333333333,SND1088D,4288,SGCarMart,4,SND,D,8,0,1,Yes,17,18,0,4,1,11
1719,1088,S,7355.333333333333,SMY1088E,3188,SGCarMart,4,SMY,E,8,0,1,Yes,16,18,0,3,1,11
1720,1091,S,15800.0,SX1091D,15800,CarPlateMart,4,SX,D,7,0,0,No,17,18,0,12,4,11
1721,1100,E,30944.0,EU1100T,33000,Carplate,4,EU,T,7,0,1,No,6,4,1,16,7,11
1722,1100,E,30944.0,EV1100M,28888,Carplate,4,EV,M,7,0,1,No,10,4,1,15,7,11
1723,1100,S,21700.0,SL1100A,50000,CarPlateMart,4,SL,A,7,0,1,No,1,18,0,17,9,11
1724,1100,S,21700.0,SLJ1100T,11000,CarPlateMart,4,SLJ,T,8,0,1,No,6,18,0,10,3,11
1725,1100,S,21700.0,SJQ1100E,4100,Carplate,4,SJQ,E,8,0,1,No,16,18,0,4,1,11
1726,1110,F,10000.0,FBB1110A,10000,Carplate,4,FBB,A,8,0,1,No,1,5,0,9,3,11
1727,1111,E,211111.0,EX1111X,211111,CarPlateMart,4,EX,X,7,1,1,No,4,4,1,24,19,11
1728,1111,G,6800.0,GBL1111U,6800,Carplate,4,GBL,U,8,1,1,No,5,6,0,6,2,11
1729,1111,S,60818.875,SM1111M,200000,SGCarMart,4,SM,M,7,1,1,No,10,18,0,23,19,11
1730,1111,S,60818.875,SM1111M,199000,Carplate,4,SM,M,7,1,1,No,10,18,0,23,19,11
1731,1111,S,60818.875,SKK1111T,22888,Carplate,4,SKK,T,8,1,1,No,6,18,0,15,6,11
1732,1111,S,60818.875,SNA1111K,15888,Carplate,4,SNA,K,8,1,1,No,12,18,0,12,4,11
1733,1111,S,60818.875,SJM1111U,13888,Carplate,4,SJM,U,8,1,1,No,5,18,0,11,4,11
1734,1111,S,60818.875,SLD1111T,11888,Carplate,4,SLD,T,8,1,1,No,6,18,0,10,4,11
1735,1111,S,60818.875,SKA1111X,11888,Carplate,4,SKA,X,8,1,1,No,4,18,0,10,4,11
1736,1111,S,60818.875,SNE1111P,11111,CarPlateMart,4,SNE,P,8,1,1,No,9,18,0,10,3,11
1737,1115,S,5000.0,SJQ1115M,5000,Carplate,4,SJQ,M,8,0,1,No,10,18,0,4,2,11
1738,1115,S,5000.0,SJQ1115M,5000,CarPlateMart,4,SJQ,M,8,0,1,No,10,18,0,4,2,11
1739,1116,S,3150.0,SJW1116D,2800,CarPlateMart,4,SJW,D,8,0,1,No,17,18,0,2,1,11
1740,1116,S,3150.0,SLD1116E,3500,CarPlateMart,4,SLD,E,8,0,1,No,16,18,0,3,1,11
1741,1118,E,28444.0,EU1118T,35000,CarPlateMart,4,EU,T,7,0,1,Yes,6,4,1,16,8,11
1742,1118,E,28444.0,ED1118H,21888,Carplate,4,ED,H,7,0,1,Yes,14,4,1,15,6,11
1743,1118,S,7423.5,SBH1118Y,11118,SGCarMart,4,SBH,Y,8,0,1,Yes,3,18,0,10,3,11
1744,1118,S,7423.5,SNB1118L,6888,CarPlateMart,4,SNB,L,8,0,1,Yes,11,18,0,6,2,11
1745,1118,S,7423.5,SMH1118S,5888,SGCarMart,4,SMH,S,8,0,1,Yes,7,18,0,5,2,11
1746,1118,S,7423.5,SLX1118U,5800,Carplate,4,SLX,U,8,0,1,Yes,5,18,0,5,2,11
1747,1119,E,16400.0,EN1119C,20000,Carplate,4,EN,C,7,0,1,No,18,4,1,14,5,11
1748,1119,E,16400.0,EN1119C,12800,CarPlateMart,4,EN,C,7,0,1,No,18,4,1,11,4,11
1749,1122,S,2000.0,SJG1122U,2000,Carplate,4,SJG,U,8,0,1,No,5,18,0,1,1,11
1750,1129,S,2800.0,SNF1129J,2800,CarPlateMart,4,SNF,J,8,0,1,No,13,18,0,2,1,11
1751,1133,E,33000.0,EY1133C,33000,CarPlateMart,4,EY,C,7,0,1,No,18,4,1,16,7,11
1752,1133,S,5321.714285714285,SGY1133D,3800,CarPlateMart,4,SGY,D,8,0,1,No,17,18,0,3,1,11
1753,1133,S,5321.714285714285,SJE1133Z,8888,Carplate,4,SJE,Z,8,0,1,No,2,18,0,8,3,11
1754,1133,S,5321.714285714285,SJE1133Z,8888,CarPlateMart,4,SJE,Z,8,0,1,No,2,18,0,8,3,11
1755,1133,S,5321.714285714285,SMY1133H,4588,Carplate,4,SMY,H,8,0,1,No,14,18,0,4,2,11
1756,1133,S,5321.714285714285,SJU1133P,3888,Carplate,4,SJU,P,8,0,1,No,9,18,0,3,1,11
1757,1133,S,5321.714285714285,SMX1133M,3600,Carplate,4,SMX,M,8,0,1,No,10,18,0,3,1,11
1758,1133,S,5321.714285714285,SMX1133M,3600,CarPlateMart,4,SMX,M,8,0,1,No,10,18,0,3,1,11
1759,1138,S,4494.0,SCR1138A,5000,Carplate,4,SCR,A,8,0,1,Yes,1,18,0,4,2,11
1760,1138,S,4494.0,SCR1138A,3988,CarPlateMart,4,SCR,A,8,0,1,Yes,1,18,0,3,1,11
1761,1151,S,6300.0,SKN1151L,8800,Carplate,4,SKN,L,8,0,1,No,11,18,0,8,3,11
1762,1151,S,6300.0,SLN1151A,3800,CarPlateMart,4,SLN,A,8,0,1,No,1,18,0,3,1,11
1763,1155,S,3688.0,SCQ1155E,3688,Carplate,4,SCQ,E,8,0,1,No,16,18,0,3,1,11
1764,1160,S,1888.0,SNA1160T,1888,Carplate,4,SNA,T,8,0,1,No,6,18,0,1,1,11
1765,1161,S,4566.666666666667,SKP1161Y,8000,Carplate,4,SKP,Y,8,0,1,No,3,18,0,7,3,11
1766,1161,S,4566.666666666667,SGC1161M,2900,CarPlateMart,4,SGC,M,8,0,1,No,10,18,0,2,1,11
1767,1161,S,4566.666666666667,SLV1161D,2800,CarPlateMart,4,SLV,D,8,0,1,No,17,18,0,2,1,11
1768,1169,S,4962.666666666667,SMR1169S,10000,Carplate,4,SMR,S,8,0,1,No,7,18,0,9,3,11
1769,1169,S,4962.666666666667,SGS1169H,2888,CarPlateMart,4,SGS,H,8,0,1,No,14,18,0,2,1,11
1770,1169,S,4962.666666666667,SMR1169S,2000,Carplate,4,SMR,S,8,0,1,No,7,18,0,1,1,11
1771,1170,S,3000.0,SMZ1170U,3000,CarPlateMart,4,SMZ,U,8,0,1,No,5,18,0,2,1,11
1772,1180,S,5000.0,SKE1180A,5000,Carplate,4,SKE,A,8,0,1,Yes,1,18,0,4,2,11
1773,1181,E,16888.0,EZ1181H,16888,Carplate,4,EZ,H,7,0,1,Yes,14,4,1,13,5,11
1774,1181,S,6888.0,SME1181Z,6888,Carplate,4,SME,Z,8,0,1,Yes,2,18,0,6,2,11
1775,1183,E,11833.0,EY1183H,11833,Carplate,4,EY,H,7,0,1,Yes,14,4,1,10,4,11
1776,1186,S,4800.0,SJN1186Z,4800,CarPlateMart,4,SJN,Z,8,0,1,Yes,2,18,0,4,2,11
1777,1188,S,13577.333333333334,SY1188D,38888,SGCarMart,4,SY,D,7,0,1,Yes,17,18,0,16,8,11
1778,1188,S,13577.333333333334,SCP1188R,11888,Carplate,4,SCP,R,8,0,1,Yes,8,18,0,10,4,11
1779,1188,S,13577.333333333334,SBQ1188Y,10000,Carplate,4,SBQ,Y,8,0,1,Yes,3,18,0,9,3,11
1780,1188,S,13577.333333333334,SJJ1188P,10000,CarPlateMart,4,SJJ,P,8,0,1,Yes,9,18,0,9,3,11
1781,1188,S,13577.333333333334,SCP1188R,5888,CarPlateMart,4,SCP,R,8,0,1,Yes,8,18,0,5,2,11
1782,1188,S,13577.333333333334,SNF1188M,4800,SGCarMart,4,SNF,M,8,0,1,Yes,10,18,0,4,2,11
1783,1189,S,2293.5,SBE1189H,3888,CarPlateMart,4,SBE,H,8,0,1,Yes,14,18,0,3,1,11
1784,1189,S,2293.5,SCX1189X,699,SGCarMart,4,SCX,X,8,0,1,Yes,4,18,0,0,1,11
1785,1190,S,488.0,SNE1190K,488,SGCarMart,4,SNE,K,8,0,1,No,12,18,0,0,1,11
1786,1191,S,2744.0,SFD1191H,5000,Carplate,4,SFD,H,8,0,1,No,14,18,0,4,2,11
1787,1191,S,2744.0,SNE1191H,488,SGCarMart,4,SNE,H,8,0,1,No,14,18,0,0,1,11
1788,1198,S,8000.0,SMD1198G,8000,Carplate,4,SMD,G,8,0,1,Yes,15,18,0,7,3,11
1789,1199,E,30888.0,ER1199A,30888,Carplate,4,ER,A,7,0,1,No,1,4,1,16,7,11
1790,1199,S,6938.0,SGT1199R,8888,Carplate,4,SGT,R,8,0,1,No,8,18,0,8,3,11
1791,1199,S,6938.0,SMS1199F,4988,Carplate,4,SMS,F,8,0,1,No,,18,0,4,2,11
1792,1208,S,3500.0,SMA1208C,3500,CarPlateMart,4,SMA,C,8,0,0,Yes,18,18,0,3,1,11
1793,1212,E,44444.0,EP1212E,55000,Carplate,4,EP,E,7,0,0,No,16,4,1,18,10,11
1794,1212,E,44444.0,EU1212D,33888,Carplate,4,EU,D,7,0,0,No,17,4,1,16,8,11
1795,1212,S,7888.0,SCV1212Y,8888,Carplate,4,SCV,Y,8,0,0,No,3,18,0,8,3,11
1796,1212,S,7888.0,SGB1212E,6888,Carplate,4,SGB,E,8,0,0,No,16,18,0,6,2,11
1797,1213,S,1800.0,SDY1213S,1800,CarPlateMart,4,SDY,S,8,0,0,No,7,18,0,1,1,11
1798,1218,E,28844.0,ET1218T,28888,Carplate,4,ET,T,7,0,0,Yes,6,4,1,15,7,11
1799,1218,E,28844.0,ET1218T,28800,CarPlateMart,4,ET,T,7,0,0,Yes,6,4,1,15,7,11
1800,1221,E,22888.0,EW1221S,22888,Carplate,4,EW,S,7,0,1,No,7,4,1,15,6,11
1801,1221,S,3830.0,SNE1221E,3300,CarPlateMart,4,SNE,E,8,0,1,No,16,18,0,3,1,11
1802,1221,S,3830.0,SJE1221C,4890,SGCarMart,4,SJE,C,8,0,1,No,18,18,0,4,2,11
1803,1221,S,3830.0,SNE1221E,3300,SGCarMart,4,SNE,E,8,0,1,No,16,18,0,3,1,11
1804,1222,E,18000.0,EU1222A,18000,Carplate,4,EU,A,7,0,1,No,1,4,1,13,5,11
1805,1228,S,2888.0,SME1228Z,2888,Carplate,4,SME,Z,8,0,1,Yes,2,18,0,2,1,11
1806,1229,S,2800.0,SFN1229J,2800,CarPlateMart,4,SFN,J,8,0,1,No,13,18,0,2,1,11
1807,1231,S,68888.0,SK1231K,68888,CarPlateMart,4,SK,K,7,0,0,No,12,18,0,19,11,11
1808,1234,A,10500.0,AR1234D,10500,Carplate,4,AR,D,7,0,0,No,17,0,0,10,3,11
1809,1234,F,4000.0,FE1234M,4000,Carplate,4,FE,M,7,0,0,No,10,5,0,3,1,11
1810,1234,S,9900.0,SJC1234B,15000,Carplate,4,SJC,B,8,0,0,No,19,18,0,12,4,11
1811,1234,S,9900.0,SNE1234T,4800,SGCarMart,4,SNE,T,8,0,0,No,6,18,0,4,2,11
1812,1238,S,4900.0,SBU1238R,5000,CarPlateMart,4,SBU,R,8,0,0,Yes,8,18,0,4,2,11
1813,1238,S,4900.0,SFF1238Y,4800,CarPlateMart,4,SFF,Y,8,0,0,Yes,3,18,0,4,2,11
1814,1268,S,3888.0,SJF1268M,3888,CarPlateMart,4,SJF,M,8,0,0,Yes,10,18,0,3,1,12
1815,1281,E,16000.0,EF1281H,16000,CarPlateMart,4,EF,H,7,0,0,Yes,14,4,1,12,4,12
1816,1286,S,3000.0,SCP1286R,3000,CarPlateMart,4,SCP,R,8,0,0,Yes,8,18,0,2,1,12
1817,1288,E,20000.0,ET1288R,20000,Carplate,4,ET,R,7,0,1,Yes,8,4,1,14,5,12
1818,1288,S,6077.6,SKL1288L,7500,Carplate,4,SKL,L,8,0,1,Yes,11,18,0,7,3,12
1819,1288,S,6077.6,SGS1288Y,6888,Carplate,4,SGS,Y,8,0,1,Yes,3,18,0,6,2,12
1820,1288,S,6077.6,SKL1288L,6500,CarPlateMart,4,SKL,L,8,0,1,Yes,11,18,0,6,2,12
1821,1288,S,6077.6,SLJ1288K,5000,CarPlateMart,4,SLJ,K,8,0,1,Yes,12,18,0,4,2,12
1822,1288,S,6077.6,SDK1288A,4500,CarPlateMart,4,SDK,A,8,0,1,Yes,1,18,0,4,2,12
1823,1297,S,2000.0,SMQ1297K,2000,CarPlateMart,4,SMQ,K,8,0,0,No,12,18,0,1,1,12
1824,1299,S,3888.0,SLA1299B,3888,Carplate,4,SLA,B,8,0,1,No,19,18,0,3,1,12
1825,1300,S,2700.0,SNA1300G,3300,CarPlateMart,4,SNA,G,8,0,1,No,15,18,0,3,1,12
1826,1300,S,2700.0,SKE1300X,2800,CarPlateMart,4,SKE,X,8,0,1,No,4,18,0,2,1,12
1827,1300,S,2700.0,SKE1300X,2000,Carplate,4,SKE,X,8,0,1,No,4,18,0,1,1,12
1828,1312,S,5000.0,SMM1312X,5000,Carplate,4,SMM,X,8,0,0,No,4,18,0,4,2,12
1829,1313,E,22888.0,EJ1313D,22888,SGCarMart,4,EJ,D,7,0,0,No,17,4,1,15,6,12
1830,1313,S,6800.0,SGC1313s,6800,CarPlateMart,4,SGC,s,8,0,0,No,,18,0,6,2,12
1831,1323,S,1323.0,SGR1323J,1323,SGCarMart,4,SGR,J,8,0,0,No,13,18,0,1,1,12
1832,1331,S,4652.0,SGT1331A,6888,Carplate,4,SGT,A,8,0,1,No,1,18,0,6,2,12
1833,1331,S,4652.0,SLC1331E,5888,Carplate,4,SLC,E,8,0,1,No,16,18,0,5,2,12
1834,1331,S,4652.0,SGW1331J,5000,Carplate,4,SGW,J,8,0,1,No,13,18,0,4,2,12
1835,1331,S,4652.0,SMH1331S,5000,CarPlateMart,4,SMH,S,8,0,1,No,7,18,0,4,2,12
1836,1331,S,4652.0,SGW1331J,4388,CarPlateMart,4,SGW,J,8,0,1,No,13,18,0,4,2,12
1837,1331,S,4652.0,SNE1331X,2800,CarPlateMart,4,SNE,X,8,0,1,No,4,18,0,2,1,12
1838,1331,S,4652.0,SNE1331X,2600,Carplate,4,SNE,X,8,0,1,No,4,18,0,2,1,12
1839,1333,S,4100.0,SDG1333Z,5000,Carplate,4,SDG,Z,8,0,1,No,2,18,0,4,2,12
1840,1333,S,4100.0,SFU1333B,3800,Carplate,4,SFU,B,8,0,1,No,19,18,0,3,1,12
1841,1333,S,4100.0,SFJ1333J,3500,Carplate,4,SFJ,J,8,0,1,No,13,18,0,3,1,12
1842,1355,S,1888.0,SLG1355R,1888,Carplate,4,SLG,R,8,0,1,No,8,18,0,1,1,12
1843,1383,E,39888.0,E1383L,39888,Carplate,4,E,L,6,0,0,Yes,11,4,1,16,8,12
1844,1388,S,5000.0,SMU1388K,5000,Carplate,4,SMU,K,8,0,1,Yes,12,18,0,4,2,12
1845,1400,S,3000.0,SKK1400J,3000,Carplate,4,SKK,J,8,0,1,No,13,18,0,2,1,12
1846,1401,S,3380.0,SDZ1401S,3380,Carplate,4,SDZ,S,8,0,0,No,7,18,0,3,1,12
1847,1414,S,4000.0,SDU1414A,5000,CarPlateMart,4,SDU,A,8,0,0,No,1,18,0,4,2,12
1848,1414,S,4000.0,SNA1414L,3000,CarPlateMart,4,SNA,L,8,0,0,No,11,18,0,2,1,12
1849,1441,S,3100.0,SMG1441M,5000,Carplate,4,SMG,M,8,0,1,No,10,18,0,4,2,12
1850,1441,S,3100.0,SMJ1441Y,1200,Carplate,4,SMJ,Y,8,0,1,No,3,18,0,1,1,12
1851,1488,S,2288.0,SNB1488T,2288,Carplate,4,SNB,T,8,0,1,Yes,6,18,0,2,1,13
1852,1500,S,3496.0,SMM1500U,3800,CarPlateMart,4,SMM,U,8,0,1,No,5,18,0,3,1,13
1853,1500,S,3496.0,SCM1500M,3688,CarPlateMart,4,SCM,M,8,0,1,No,10,18,0,3,1,13
1854,1500,S,3496.0,SMM1500U,3000,Carplate,4,SMM,U,8,0,1,No,5,18,0,2,1,13
1855,1511,S,6888.0,SJT1511L,6888,Carplate,4,SJT,L,8,0,1,No,11,18,0,6,2,13
1856,1515,S,3694.0,SMA1515R,3888,Carplate,4,SMA,R,8,0,0,No,8,18,0,3,1,13
1857,1515,S,3694.0,SBW1515E,3500,Carplate,4,SBW,E,8,0,0,No,16,18,0,3,1,13
1858,1535,S,2388.0,SMS1535M,2388,CarPlateMart,4,SMS,M,8,0,0,No,10,18,0,2,1,13
1859,1544,S,38000.0,SLW1544C,38000,Carplate,4,SLW,C,8,0,1,No,18,18,0,16,8,13
1860,1551,S,10800.0,SMU1551E,10800,Carplate,4,SMU,E,8,0,1,No,16,18,0,10,3,13
1861,1555,S,7350.0,SMR1555K,10000,CarPlateMart,4,SMR,K,8,0,1,No,12,18,0,9,3,13
1862,1555,S,7350.0,SKA1555Z,6550,CarPlateMart,4,SKA,Z,8,0,1,No,2,18,0,6,2,13
1863,1555,S,7350.0,SKZ1555S,5500,CarPlateMart,4,SKZ,S,8,0,1,No,7,18,0,5,2,13
1864,1600,E,18888.0,ES1600C,18888,Carplate,4,ES,C,7,0,1,No,18,4,1,14,5,13
1865,1610,S,4888.0,SMC1610M,4888,Carplate,4,SMC,M,8,0,0,No,10,18,0,4,2,13
1866,1616,S,12499.666666666666,SDR1616A,16000,Carplate,4,SDR,A,8,0,0,No,1,18,0,12,4,13
1867,1616,S,12499.666666666666,SCW1616K,11500,Carplate,4,SCW,K,8,0,0,No,12,18,0,10,4,13
1868,1616,S,12499.666666666666,SFV1616E,9999,CarPlateMart,4,SFV,E,8,0,0,No,16,18,0,9,3,13
1869,1619,S,5000.0,SJC1619A,5000,CarPlateMart,4,SJC,A,8,0,0,No,1,18,0,4,2,13
1870,1628,S,3500.0,SLL1628C,3500,CarPlateMart,4,SLL,C,8,0,0,Yes,18,18,0,3,1,13
1871,1630,S,5800.0,SDR1630H,5800,Carplate,4,SDR,H,8,0,0,No,14,18,0,5,2,13
1872,1666,S,3888.0,SJN1666E,3888,CarPlateMart,4,SJN,E,8,0,1,No,16,18,0,3,1,13
1873,1668,S,5085.333333333333,SJY1668S,8668,Carplate,4,SJY,S,8,0,1,Yes,7,18,0,8,3,13
1874,1668,S,5085.333333333333,SJY1668S,6888,CarPlateMart,4,SJY,S,8,0,1,Yes,7,18,0,6,2,13
1875,1668,S,5085.333333333333,SGM1668R,4668,CarPlateMart,4,SGM,R,8,0,1,Yes,8,18,0,4,2,13
1876,1668,S,5085.333333333333,SGM1668R,4300,Carplate,4,SGM,R,8,0,1,Yes,8,18,0,4,1,13
1877,1668,S,5085.333333333333,SFQ1668G,3388,Carplate,4,SFQ,G,8,0,1,Yes,15,18,0,3,1,13
1878,1668,S,5085.333333333333,SMZ1668B,2600,CarPlateMart,4,SMZ,B,8,0,1,Yes,19,18,0,2,1,13
1879,1669,S,2500.0,SMT1669B,2500,Carplate,4,SMT,B,8,0,1,No,19,18,0,2,1,13
1880,1680,E,28888.0,EP1680L,28888,Carplate,4,EP,L,7,0,0,Yes,11,4,1,15,7,13
1881,1680,S,8888.0,SMV1680K,8888,CarPlateMart,4,SMV,K,8,0,0,Yes,12,18,0,8,3,13
1882,1681,S,5000.0,SKF1681r,5000,Carplate,4,SKF,r,8,0,0,Yes,,18,0,4,2,13
1883,1683,S,28000.0,SW1683B,28000,Carplate,4,SW,B,7,0,0,Yes,19,18,0,15,7,13
1884,1686,S,5888.0,SBB1686E,5888,SGCarMart,4,SBB,E,8,0,0,Yes,16,18,0,5,2,13
1885,1688,S,4944.0,SGX1688A,6888,Carplate,4,SGX,A,8,0,1,Yes,1,18,0,6,2,13
1886,1688,S,4944.0,SGQ1688L,3000,Carplate,4,SGQ,L,8,0,1,Yes,11,18,0,2,1,13
1887,1717,E,38888.0,EL1717L,38888,Carplate,4,EL,L,7,0,0,No,11,4,1,16,8,13
1888,1717,S,8500.0,SJR1717X,8500,Carplate,4,SJR,X,8,0,0,No,4,18,0,8,3,13
1889,1733,S,3000.0,SKA1733B,3000,Carplate,4,SKA,B,8,0,1,No,19,18,0,2,1,14
1890,1755,S,5888.0,SJA1755A,5888,Carplate,4,SJA,A,8,0,1,No,1,18,0,5,2,14
1891,1771,S,2100.0,SMZ1771B,2100,Carplate,4,SMZ,B,8,0,1,No,19,18,0,2,1,14
1892,1773,S,4800.0,SMV1773B,4800,Carplate,4,SMV,B,8,0,1,No,19,18,0,4,2,14
1893,1775,S,1775.0,SMS1775L,1775,Carplate,4,SMS,L,8,0,1,No,11,18,0,1,1,14
